word_simplified,word_traditional,pinyin,pinyin_style2,hsk30_level,hsk30_level_zh,cc_cedict_english_definition,Group
轻微,輕微,qīng wēi,qing1 wei1,7,高等,slight/light/trivial/to a small extent,Group 78
庆幸,慶幸,qìng xìng,qing4 xing4,7,高等,to rejoice; to be glad,Group 78
情愿,情願,qíng yuàn,qing2 yuan4,7,高等,willingness/would rather (agree to X than Y),Group 78
囚犯,囚犯,qiú fàn,qiu2 fan4,7,高等,prisoner; convict,Group 78
求婚,求婚,qiú hūn,qiu2 hun1,7,高等,to propose marriage,Group 79
求救,求救,qiú jiù,qiu2 jiu4,7,高等,to seek help (when in distress or having difficulties),Group 79
求助,求助,qiú zhù,qiu2 zhu4,7,高等,to request help/to appeal (for help),Group 79
娶,娶,qǔ,qu3,7,高等,to take a wife/to marry (a woman),Group 79
曲,"曲,麯,麴",qū,qu1,7,高等,yeast/Aspergillus (includes many common molds)/Taiwan pr. [qu2],Group 79
取代,取代,qǔ dài,qu3 dai4,7,高等,to replace/to supersede/to supplant/(chemistry) substitution,Group 79
取决于,取決於,qǔ jué yú,qu3 jue2 yu2,7,高等,to hinge on/to be decided by/to depend on,Group 79
取笑,取笑,qǔ xiào,qu3 xiao4,7,高等,to tease; to make fun of,Group 79
曲线,曲線,qū xiàn,qu1 xian4,7,高等,curve/curved line/indirect/in a roundabout way,Group 79
驱逐,驅逐,qū zhú,qu1 zhu2,7,高等,to expel/to deport/banishment,Group 79
拳,拳,quán,quan2,7,高等,fist/boxing,Group 79
圈,圈,quān,quan1,7,高等,"circle; ring; loop (CL:個|个[ge4])/classifier for loops, orbits, laps of race etc/to surround; to circle",Group 79
圈套,圈套,quān tào,quan1 tao4,7,高等,trap; snare; trick,Group 79
拳头,拳頭,quán tou,quan2 tou,7,高等,fist/clenched fist/CL:個|个[ge4]/competitive (product),Group 80
权威,權威,quán wēi,quan2 wei1,7,高等,authority/authoritative/power and prestige,Group 80
圈子,圈子,quān zi,quan1 zi,7,高等,circle/ring/(social) circle,Group 80
缺席,缺席,quē xí,que1 xi2,7,高等,to be absent,Group 80
确切,確切,què qiè,que4 qie4,7,高等,definite/exact/precise,Group 80
确信,確信,què xìn,que4 xin4,7,高等,to be convinced/to be sure/to firmly believe/to be positive that/definite news,Group 80
让步,讓步,ràng bù,rang4 bu4,7,高等,to concede/to give in/to yield/a concession/(linguistics) concessive,Group 80
饶,饒,ráo,rao2,7,高等,rich/abundant/exuberant/to add for free/to throw in as bonus/to spare/to forgive/despite/although,Group 80
扰乱,擾亂,rǎo luàn,rao3 luan4,7,高等,to disturb/to perturb/to harass,Group 80
热带,熱帶,rè dài,re4 dai4,7,高等,the tropics/tropical,Group 80
惹,惹,rě,re3,7,高等,to provoke/to irritate/to vex/to stir up/to anger/to attract (troubles)/to cause (problems),Group 80
仁慈,仁慈,rén cí,ren2 ci2,7,高等,benevolent/charitable/kind/kindly/kindness/merciful,Group 80
认错,認錯,rèn cuò,ren4 cuo4,7,高等,to admit an error/to acknowledge one's mistake,Group 80
人格,人格,rén gé,ren2 ge2,7,高等,personality/integrity/dignity,Group 80
任命,任命,rèn mìng,ren4 ming4,7,高等,to appoint/(job) appointment/CL:紙|纸[zhi3],Group 80
人情,人情,rén qíng,ren2 qing2,7,高等,human emotions/social relationship/friendship/favor/a good turn,Group 81
忍耐,忍耐,rěn nài,ren3 nai4,7,高等,to endure/to bear with/to exercise patience/to restrain oneself/patience/endurance,Group 81
人身,人身,rén shēn,ren2 shen1,7,高等,person/personal/human body,Group 81
人手,人手,rén shǒu,ren2 shou3,7,高等,manpower/staff/human hand,Group 81
人体,人體,rén tǐ,ren2 ti3,7,高等,human body,Group 81
人性,人性,rén xìng,ren2 xing4,7,高等,human nature/humanity/human/the totality of human attributes,Group 81
人行道,人行道,rén xíng dào,ren2 xing2 dao4,7,高等,sidewalk,Group 81
人选,人選,rén xuǎn,ren2 xuan3,7,高等,choice of person/candidate,Group 81
任意,任意,rèn yì,ren4 yi4,7,高等,any/arbitrary/at will/at random,Group 81
人造,人造,rén zào,ren2 zao4,7,高等,man-made/artificial/synthetic,Group 81
人质,人質,rén zhì,ren2 zhi4,7,高等,hostage,Group 81
日程,日程,rì chéng,ri4 cheng2,7,高等,schedule/itinerary/CL:個|个[ge4],Group 81
融化,融化,róng huà,rong2 hua4,7,高等,to melt/to thaw/to dissolve/to blend into/to combine/to fuse,Group 81
荣幸,榮幸,róng xìng,rong2 xing4,7,高等,honored (to have the privilege of ...),Group 81
容忍,容忍,róng rěn,rong2 ren3,7,高等,to put up with/to tolerate,Group 81
荣誉,榮譽,róng yù,rong2 yu4,7,高等,honor/credit/glory/(honorable) reputation/honorary,Group 81
柔软,柔軟,róu ruǎn,rou2 ruan3,7,高等,soft,Group 82
入侵,入侵,rù qīn,ru4 qin1,7,高等,to invade,Group 82
软弱,軟弱,ruǎn ruò,ruan3 ruo4,7,高等,weak/feeble/flabby,Group 82
弱点,弱點,ruò diǎn,ruo4 dian3,7,高等,weak point/failing,Group 82
撒谎,撒謊,sā huǎng,sa1 huang3,7,高等,to tell lies,Group 82
撒,撒,sā,sa1,7,高等,to scatter/to sprinkle/to spill,Group 82
赛车,賽車,sài chē,sai4 che1,7,高等,auto race/cycle race/race car,Group 82
散布,散佈,sàn bù,san4 bu4,7,高等,to disseminate,Group 82
散发,散發,sàn fà,san4 fa4,7,高等,to distribute/to emit/to issue,Group 82
三角,三角,sān jiǎo,san1 jiao3,7,高等,triangle,Group 82
丧生,喪生,sàng shēng,sang4 sheng1,7,高等,to die/to lose one's life,Group 83
扫描,掃描,sǎo miáo,sao3 miao2,7,高等,to scan,Group 83
骚扰,騷擾,sāo rǎo,sao1 rao3,7,高等,to disturb/to cause a commotion/to harass,Group 83
扫兴,掃興,sǎo xìng,sao3 xing4,7,高等,to spoil things; to dampen spirits/to feel deflated; to be dispirited,Group 83
纱,紗,shā,sha1,7,高等,cotton yarn/muslin,Group 83
刹车,剎車,shā chē,sha1 che1,7,高等,to brake (when driving)/to stop/to switch off/to check (bad habits)/a brake,Group 83
傻瓜,傻瓜,shǎ guā,sha3 gua1,7,高等,idiot/fool,Group 83
杀害,殺害,shā hài,sha1 hai4,7,高等,to murder,Group 83
沙龙,沙龍,shā lóng,sha1 long2,7,高等,salon (loanword),Group 83
杀手,殺手,shā shǒu,sha1 shou3,7,高等,killer/murderer/hit man/(sports) formidable player,Group 83
沙滩,沙灘,shā tān,sha1 tan1,7,高等,beach/sandy shore/CL:片[pian4],Group 83
鲨鱼,鯊魚,shā yú,sha1 yu2,7,高等,shark,Group 84
善,善,shàn,shan4,7,高等,good (virtuous)/benevolent/well-disposed/good at sth/to improve or perfect,Group 84
删,刪,shān,shan1,7,高等,to delete,Group 84
擅长,擅長,shàn cháng,shan4 chang2,7,高等,to be good at; to be expert in,Group 84
删除,刪除,shān chú,shan1 chu2,7,高等,to delete/to cancel,Group 84
山顶,山頂,shān dǐng,shan1 ding3,7,高等,hilltop,Group 84
善意,善意,shàn yì,shan4 yi4,7,高等,goodwill/benevolence/kindness,Group 84
擅自,擅自,shàn zì,shan4 zi4,7,高等,without permission,Group 84
上报,上報,shàng bào,shang4 bao4,7,高等,to report to one's superiors/to appear in the news/to reply to a letter,Group 84
尚,尚,shàng,shang4,7,高等,still/yet/to value/to esteem,Group 84
上场,上場,shàng chǎng,shang4 chang3,7,高等,on stage/to go on stage/to take the field,Group 84
尚未,尚未,shàng wèi,shang4 wei4,7,高等,not yet; still not,Group 84
上方,上方,shàng fāng,shang4 fang1,7,高等,place above (it)/upper part (of it),Group 85
伤感,傷感,shāng gǎn,shang1 gan3,7,高等,sad/emotional/sentimental/pathos,Group 85
伤痕,傷痕,shāng hén,shang1 hen2,7,高等,scar/bruise,Group 85
上空,上空,shàng kōng,shang4 kong1,7,高等,overhead/in the sky,Group 85
上司,上司,shàng sī,shang4 si1,7,高等,boss/superior,Group 85
上诉,上訴,shàng sù,shang4 su4,7,高等,to appeal (a judicial case)/appeal,Group 85
上头,上頭,shàng tou,shang4 tou,7,高等,above/on top of/on the surface of,Group 85
上瘾,上癮,shàng yǐn,shang4 yin3,7,高等,to get into a habit/to become addicted,Group 85
稍后,稍後,shāo hòu,shao1 hou4,7,高等,in a little while/in a moment/later on,Group 85
烧毁,燒燬,shāo huǐ,shao1 hui3,7,高等,to burn/to burn down,Group 85
少见,少見,shǎo jiàn,shao3 jian4,7,高等,rare; seldom seen/(formal) it's a rare pleasure to see you,Group 85
烧烤,燒烤,shāo kǎo,shao1 kao3,7,高等,barbecue/to roast,Group 85
少女,少女,shào nǚ,shao4 nv3,7,高等,girl/young lady,Group 86
设,設,shè,she4,7,高等,to set up; to put in place/(math.) given; suppose; if,Group 86
涉嫌,涉嫌,shè xián,she4 xian2,7,高等,to be a suspect (in a crime)/to be suspected of,Group 86
设定,設定,shè dìng,she4 ding4,7,高等,to set/to set up/to install/setting/preferences,Group 86
设法,設法,shè fǎ,she4 fa3,7,高等,to try/to make an attempt/to think of a way (to accomplish sth),Group 86
社交,社交,shè jiāo,she4 jiao1,7,高等,interaction/social contact,Group 86
社团,社團,shè tuán,she4 tuan2,7,高等,association/society/group/union/club/organization,Group 86
肾,腎,shèn,shen4,7,高等,kidney,Group 86
审,審,shěn,shen3,7,高等,to examine/to investigate/carefully/to try (in court),Group 86
审判,審判,shěn pàn,shen3 pan4,7,高等,a trial/to try sb,Group 86
神圣,神聖,shén shèng,shen2 sheng4,7,高等,divine/hallow/holy/sacred,Group 86
绅士,紳士,shēn shì,shen1 shi4,7,高等,gentleman,Group 86
伸手,伸手,shēn shǒu,shen1 shou3,7,高等,to reach out with one's hand/to hold out a hand/(fig.) to beg/to get involved/to meddle,Group 86
深夜,深夜,shēn yè,shen1 ye4,7,高等,very late at night,Group 86
身子,身子,shēn zi,shen1 zi,7,高等,body/pregnancy/health,Group 86
声称,聲稱,shēng chēng,sheng1 cheng1,7,高等,to claim/to state/to proclaim/to assert,Group 86
盛大,盛大,shèng dà,sheng4 da4,7,高等,grand/majestic/magnificent,Group 87
生理,生理,shēng lǐ,sheng1 li3,7,高等,physiology,Group 87
生前,生前,shēng qián,sheng1 qian2,7,高等,(of a deceased) during one's life/while living,Group 87
声誉,聲譽,shēng yù,sheng1 yu4,7,高等,reputation/fame,Group 87
胜任,勝任,shèng rèn,sheng4 ren4,7,高等,qualified/competent (professionally)/to be up to a task,Group 87
生死,生死,shēng sǐ,sheng1 si3,7,高等,life or death,Group 87
生物,生物,shēng wù,sheng1 wu4,7,高等,organism/living creature/life form/biological/CL:個|个[ge4],Group 87
生效,生效,shēng xiào,sheng1 xiao4,7,高等,to take effect/to go into effect,Group 87
生涯,生涯,shēng yá,sheng1 ya2,7,高等,career/life (way in which sb lives)/period of one's life,Group 87
剩余,剩餘,shèng yú,sheng4 yu2,7,高等,remainder/surplus,Group 87
生育,生育,shēng yù,sheng1 yu4,7,高等,to bear/to give birth/to grow/to rear/to bring up (children)/fertility,Group 87
绳子,繩子,shéng zi,sheng2 zi,7,高等,cord; string; rope/CL:條|条[tiao2],Group 88
识别,識別,shí bié,shi2 bie2,7,高等,to distinguish; to discern; to identify; to recognize,Group 88
时不时,時不時,shí bù shí,shi2 bu4 shi2,7,高等,from time to time,Group 88
释放,釋放,shì fàng,shi4 fang4,7,高等,to release/to set free/to liberate (a prisoner)/to discharge,Group 88
实话,實話,shí huà,shi2 hua4,7,高等,truth,Group 88
实话实说,實話實說,shí huà shí shuō,shi2 hua4 shi2 shuo1,7,高等,to tell the truth/to tell it as it is,Group 88
时间表,時間表,shí jiān biǎo,shi2 jian1 biao3,7,高等,schedule/timetable,Group 88
视觉,視覺,shì jué,shi4 jue2,7,高等,sight/vision/visual,Group 88
时空,時空,shí kōng,shi2 kong1,7,高等,time and place/world of a particular locale and era/(physics) space-time,Group 88
视力,視力,shì lì,shi4 li4,7,高等,vision/eyesight,Group 88
失落,失落,shī luò,shi1 luo4,7,高等,to lose (sth)/to drop (sth)/to feel a sense of loss/frustrated/disappointment/loss,Group 88
时髦,時髦,shí máo,shi2 mao2,7,高等,in vogue/fashionable,Group 88
使命,使命,shǐ mìng,shi3 ming4,7,高等,mission/long-term task to which one devotes oneself/a calling,Group 88
时尚,時尚,shí shàng,shi2 shang4,7,高等,fashion/fad/fashionable,Group 88
时速,時速,shí sù,shi2 su4,7,高等,speed per hour,Group 88
尸体,屍體,shī tǐ,shi1 ti3,7,高等,dead body/corpse/carcass/CL:具[ju4],Group 88
是非,是非,shì fēi,shi4 fei1,7,高等,right and wrong/quarrel,Group 88
视线,視線,shì xiàn,shi4 xian4,7,高等,line of sight,Group 88
视野,視野,shì yě,shi4 ye3,7,高等,field of view/(fig.) outlook; perspective,Group 89
失控,失控,shī kòng,shi1 kong4,7,高等,to go out of control,Group 89
失明,失明,shī míng,shi1 ming2,7,高等,to lose one's eyesight/to become blind/blindness,Group 89
失效,失效,shī xiào,shi1 xiao4,7,高等,to fail/to lose effectiveness,Group 89
失踪,失蹤,shī zōng,shi1 zong1,7,高等,to be missing/to disappear/unaccounted for,Group 89
使者,使者,shǐ zhě,shi3 zhe3,7,高等,emissary/envoy,Group 89
狮子,獅子,shī zi,shi1 zi,7,高等,"lion/CL:隻|只[zhi1],頭|头[tou2]",Group 89
事态,事態,shì tài,shi4 tai4,7,高等,situation/existing state of affairs,Group 89
事务,事務,shì wù,shi4 wu4,7,高等,"(political, economic etc) affairs/work/transaction (as in a computer database)",Group 89
事务所,事務所,shì wù suǒ,shi4 wu4 suo3,7,高等,business office; firm,Group 89
手臂,手臂,shǒu bì,shou3 bi4,7,高等,arm/helper,Group 90
手册,手冊,shǒu cè,shou3 ce4,7,高等,manual; handbook,Group 90
受害人,受害人,shòu hài rén,shou4 hai4 ren2,7,高等,victim,Group 90
受苦,受苦,shòu kǔ,shou4 ku3,7,高等,to suffer hardship,Group 90
受益,受益,shòu yì,shou4 yi4,7,高等,to benefit from/profit,Group 90
手脚,手腳,shǒu jiǎo,shou3 jiao3,7,高等,hand and foot/movement of limbs/action/trick/step in a procedure (CL:道[dao4]),Group 90
收据,收據,shōu jù,shou1 ju4,7,高等,receipt/CL:張|张[zhang1],Group 90
收留,收留,shōu liú,shou1 liu2,7,高等,to offer shelter; to have sb in one's care,Group 90
收买,收買,shōu mǎi,shou1 mai3,7,高等,to purchase; to buy/to bribe; to buy off,Group 90
手枪,手槍,shǒu qiāng,shou3 qiang1,7,高等,pistol/CL:把[ba3],Group 90
授权,授權,shòu quán,shou4 quan2,7,高等,to authorize,Group 90
首饰,首飾,shǒu shì,shou3 shi4,7,高等,jewelry/head ornament,Group 91
手势,手勢,shǒu shì,shou3 shi4,7,高等,gesture; sign; signal,Group 91
收视率,收視率,shōu shì lǜ,shou1 shi4 lv4,7,高等,ratings (of a TV show),Group 91
守护,守護,shǒu hù,shou3 hu4,7,高等,to guard/to protect,Group 91
手术室,手術室,shǒu shù shì,shou3 shu4 shi4,7,高等,operating room,Group 91
手头,手頭,shǒu tóu,shou3 tou2,7,高等,on hand/at hand/one's financial situation,Group 91
手腕,手腕,shǒu wàn,shou3 wan4,7,高等,wrist/trickery/finesse/ability/skill,Group 91
首要,首要,shǒu yào,shou3 yao4,7,高等,the most important/of chief importance,Group 91
授予,授予,shòu yǔ,shou4 yu3,7,高等,to award/to confer,Group 91
赎,贖,shú,shu2,7,高等,to redeem/to ransom,Group 91
数据库,數據庫,shù jù kù,shu4 ju4 ku4,7,高等,database,Group 91
书面,書面,shū miàn,shu1 mian4,7,高等,in writing/written,Group 91
疏散,疏散,shū sàn,shu1 san4,7,高等,to scatter/to disperse/to evacuate/scattered/to relax,Group 92
树枝,樹枝,shù zhī,shu4 zhi1,7,高等,branch/twig,Group 92
耍,耍,shuǎ,shua3,7,高等,"to play with/to wield/to act (cool etc)/to display (a skill, one's temper etc)",Group 92
甩,甩,shuǎi,shuai3,7,高等,to throw/to fling/to swing/to leave behind/to throw off/to dump (sb),Group 92
摔跤,摔跤,shuāi jiāo,shuai1 jiao1,7,高等,to trip and fall/to wrestle/wrestling (sports),Group 92
双胞胎,雙胞胎,shuāng bāo tāi,shuang1 bao1 tai1,7,高等,twin/CL:對|对[dui4],Group 92
双重,雙重,shuāng chóng,shuang1 chong2,7,高等,double,Group 92
水管,水管,shuǐ guǎn,shui3 guan3,7,高等,water pipe,Group 92
水晶,水晶,shuǐ jīng,shui3 jing1,7,高等,crystal,Group 92
水面,水面,shuǐ miàn,shui3 mian4,7,高等,water surface,Group 92
水手,水手,shuǐ shǒu,shui3 shou3,7,高等,mariner/sailor/seaman,Group 92
水准,水準,shuǐ zhǔn,shui3 zhun3,7,高等,level (of achievement etc)/standard/level (surveying),Group 92
顺便,順便,shùn biàn,shun4 bian4,7,高等,conveniently/in passing/without much extra effort,Group 92
瞬间,瞬間,shùn jiān,shun4 jian1,7,高等,in an instant; in a flash,Group 93
顺着,順著,shùn zhe,shun4 zhe,7,高等,to follow/following/along,Group 93
说谎,說謊,shuō huǎng,shuo1 huang3,7,高等,to lie/to tell an untruth,Group 93
丝,絲,sī,si1,7,高等,"silk/thread/trace/(cuisine) shreds or julienne strips/CL:條|条[tiao2]/classifier: a thread (of cloud, smoke etc), a bit, an iota, a hint (of sth) etc",Group 93
司法,司法,sī fǎ,si1 fa3,7,高等,judicial/(administration of) justice,Group 93
丝毫,絲毫,sī háo,si1 hao2,7,高等,the slightest amount or degree/a bit,Group 93
司令,司令,sī lìng,si1 ling4,7,高等,commanding officer,Group 93
思路,思路,sī lù,si1 lu4,7,高等,line of thought; way of thinking,Group 93
思念,思念,sī niàn,si1 nian4,7,高等,to think of/to long for/to miss,Group 93
私事,私事,sī shì,si1 shi4,7,高等,personal matters,Group 93
撕,撕,sī,si1,7,高等,to tear,Group 93
私下,私下,sī xià,si1 xia4,7,高等,in private,Group 93
艘,艘,sōu,sou1,7,高等,classifier for ships/Taiwan pr. [sao1],Group 94
搜查,搜查,sōu chá,sou1 cha2,7,高等,to search,Group 94
搜集,搜集,sōu jí,sou1 ji2,7,高等,to gather/to collect,Group 94
搜寻,搜尋,sōu xún,sou1 xun2,7,高等,to search/to look for,Group 94
俗,俗,sú,su2,7,高等,custom/convention/popular/common/coarse/vulgar/secular,Group 94
素,素,sù,su4,7,高等,"raw silk/white/plain, unadorned/vegetarian (food)/essence/nature/element/constituent/usually/always/ever",Group 94
素食,素食,sù shí,su4 shi2,7,高等,vegetarian food/to eat a vegetarian diet,Group 94
诉讼,訴訟,sù sòng,su4 song4,7,高等,lawsuit,Group 94
苏醒,甦醒,sū xǐng,su1 xing3,7,高等,to come to/to awaken/to regain consciousness,Group 94
塑造,塑造,sù zào,su4 zao4,7,高等,"to model; to mold/(fig.) to create (a character, a market, an image etc)/(fig.) (literature) to portray (in words)",Group 94
随机,隨機,suí jī,sui2 ji1,7,高等,according to the situation/pragmatic/random,Group 94
随身,隨身,suí shēn,sui2 shen1,7,高等,to (carry) on one's person/to (take) with one,Group 94
虽说,雖說,suī shuō,sui1 shuo1,7,高等,though/although,Group 94
随心所欲,隨心所欲,suí xīn suǒ yù,sui2 xin1 suo3 yu4,7,高等,to follow one's heart's desires/to do as one pleases (idiom),Group 94
隧道,隧道,suì dào,sui4 dao4,7,高等,tunnel,Group 94
损坏,損壞,sǔn huài,sun3 huai4,7,高等,to damage/to injure,Group 94
损伤,損傷,sǔn shāng,sun3 shang1,7,高等,to harm/to damage/to injure/impairment/loss/disability,Group 94
锁定,鎖定,suǒ dìng,suo3 ding4,7,高等,"to lock (a door)/to close with a latch/to lock into place/a lock/a latch/to lock a computer file (to prevent it being overwritten)/to lock (denying access to a computer system or device or files, e.g. by password-protection)/to focus attention on/to target",Group 95
缩,縮,suō,suo1,7,高等,to withdraw/to pull back/to contract/to shrink/to reduce/abbreviation/also pr. [su4],Group 95
所谓,所謂,suǒ wèi,suo3 wei4,7,高等,so-called/what is called,Group 95
所作所为,所作所為,suǒ zuò suǒ wéi,suo3 zuo4 suo3 wei2,7,高等,one's conduct and deeds,Group 95
塌,塌,tā,ta1,7,高等,to collapse/to droop/to settle down,Group 95
他人,他人,tā rén,ta1 ren2,7,高等,another person; sb else; other people,Group 95
胎,胎,tāi,tai1,7,高等,fetus/classifier for litters (of puppies etc)/padding (in clothing or bedding)/womb carrying a fetus/(fig.) origin/source/(loanword) tire,Group 95
胎儿,胎兒,tāi ér,tai1 er2,7,高等,unborn child/fetus/embryo,Group 95
坦白,坦白,tǎn bái,tan3 bai2,7,高等,honest/forthcoming/to confess,Group 95
坦诚,坦誠,tǎn chéng,tan3 cheng2,7,高等,candid/frank/plain dealing,Group 95
坦克,坦克,tǎn kè,tan3 ke4,7,高等,tank (military vehicle) (loanword),Group 95
贪婪,貪婪,tān lán,tan1 lan2,7,高等,avaricious/greedy/rapacious/insatiable/avid,Group 95
谈论,談論,tán lùn,tan2 lun4,7,高等,to discuss; to talk about,Group 95
坦率,坦率,tǎn shuài,tan3 shuai4,7,高等,frank (discussion)/blunt/open,Group 96
探,探,tàn,tan4,7,高等,to explore/to search out/to scout/to visit/to stretch forward,Group 96
探测,探測,tàn cè,tan4 ce4,7,高等,to probe; to survey,Group 96
探望,探望,tàn wàng,tan4 wang4,7,高等,to visit/to call on sb/to look around,Group 96
探险,探險,tàn xiǎn,tan4 xian3,7,高等,to explore/to go on an expedition/adventure,Group 96
毯子,毯子,tǎn zi,tan3 zi,7,高等,"blanket/CL:條|条[tiao2],張|张[zhang1],床[chuang2],面[mian4]",Group 96
堂,堂,táng,tang2,7,高等,"(main) hall/large room for a specific purpose/CL:間|间[jian1]/relationship between cousins etc on the paternal side of a family/of the same clan/classifier for classes, lectures etc/classifier for sets of furniture",Group 96
烫,燙,tàng,tang4,7,高等,to scald/to burn (by scalding)/to blanch (cooking)/to heat (sth) up in hot water/to perm/to iron/scalding hot,Group 96
糖果,糖果,táng guǒ,tang2 guo3,7,高等,candy/CL:粒[li4],Group 96
糖尿病,糖尿病,táng niào bìng,tang2 niao4 bing4,7,高等,diabetes/diabetes mellitus,Group 96
讨,討,tǎo,tao3,7,高等,to invite/to provoke/to demand or ask for/to send armed forces to suppress/to denounce or condemn/to marry (a woman)/to discuss or study,Group 96
逃避,逃避,táo bì,tao2 bi4,7,高等,to escape/to evade/to avoid/to shirk,Group 96
讨好,討好,tǎo hǎo,tao3 hao3,7,高等,to get the desired outcome/to win favor by fawning on sb/to curry favor with/a fruitful outcome to reward one's labor,Group 96
讨价还价,討價還價,tǎo jià huán jià,tao3 jia4 huan2 jia4,7,高等,to haggle over price/to bargain,Group 96
淘气,淘氣,táo qì,tao2 qi4,7,高等,naughty/mischievous,Group 96
逃生,逃生,táo shēng,tao2 sheng1,7,高等,to flee for one's life,Group 96
淘汰,淘汰,táo tài,tao2 tai4,7,高等,to wash out/(fig.) to cull/to weed out/to eliminate/to die out/to phase out,Group 96
逃亡,逃亡,táo wáng,tao2 wang2,7,高等,to flee/flight (from danger)/fugitive,Group 96
特权,特權,tè quán,te4 quan2,7,高等,prerogative/privilege/privileged,Group 96
特质,特質,tè zhì,te4 zhi4,7,高等,characteristic/special quality,Group 96
特制,特制,tè zhì,te4 zhi4,7,高等,specially made; custom-made,Group 97
剃,"薙,剃,鬀",tì,ti4,7,高等,variant of 剃[ti4],Group 97
替换,替換,tì huàn,ti4 huan4,7,高等,to exchange; to replace; to substitute for; to switch,Group 97
体面,體面,tǐ miàn,ti3 mian4,7,高等,dignity; prestige; face/honorable; creditable/(of sb's appearance) presentable; respectable,Group 97
提名,提名,tí míng,ti2 ming2,7,高等,to nominate,Group 97
替身,替身,tì shēn,ti4 shen1,7,高等,stand-in/substitute/body double/stuntman/scapegoat/fall guy/to stand in for sb else,Group 97
体贴,體貼,tǐ tiē,ti3 tie1,7,高等,considerate (of other people's needs),Group 97
体温,體溫,tǐ wēn,ti3 wen1,7,高等,(body) temperature,Group 97
体系,體系,tǐ xì,ti3 xi4,7,高等,system/setup/CL:個|个[ge4],Group 97
提议,提議,tí yì,ti2 yi4,7,高等,proposal/suggestion/to propose/to suggest,Group 97
提早,提早,tí zǎo,ti2 zao3,7,高等,ahead of schedule/sooner than planned/to bring forward (to an earlier time),Group 97
梯子,梯子,tī zi,ti1 zi,7,高等,ladder/stepladder,Group 97
填补,填補,tián bǔ,tian2 bu3,7,高等,to fill a gap/to fill in a blank (on a form)/to overcome a deficiency,Group 97
天分,天分,tiān fèn,tian1 fen4,7,高等,natural gift/talent,Group 97
天赋,天賦,tiān fù,tian1 fu4,7,高等,gift/innate skill,Group 98
甜美,甜美,tián měi,tian2 mei3,7,高等,sweet/pleasant/happy,Group 98
甜蜜,甜蜜,tián mì,tian2 mi4,7,高等,sweet/happy,Group 98
天生,天生,tiān shēng,tian1 sheng1,7,高等,nature/disposition/innate/natural,Group 98
天使,天使,tiān shǐ,tian1 shi3,7,高等,angel,Group 98
舔,舔,tiǎn,tian3,7,高等,to lick/to lap,Group 98
天线,天線,tiān xiàn,tian1 xian4,7,高等,antenna/mast/connection with high-ranking officials,Group 98
天性,天性,tiān xìng,tian1 xing4,7,高等,nature/innate tendency,Group 98
天主教,天主教,tiān zhǔ jiào,tian1 zhu3 jiao4,7,高等,Catholicism,Group 98
跳动,跳動,tiào dòng,tiao4 dong4,7,高等,to throb/to pulse/to bounce/to jiggle/to jump about,Group 98
条款,條款,tiáo kuǎn,tiao2 kuan3,7,高等,clause (of contract or law)/CL:項|项[xiang4],Group 98
条例,條例,tiáo lì,tiao2 li4,7,高等,regulations; rules; code of conduct; ordinances; statutes,Group 98
跳伞,跳傘,tiào sǎn,tiao4 san3,7,高等,to parachute/to bail out/parachute jumping,Group 98
挑起,挑起,tiāo qǐ,tiao1 qi3,7,高等,to provoke/to stir up/to incite,Group 99
条约,條約,tiáo yuē,tiao2 yue1,7,高等,treaty/pact/CL:個|个[ge4],Group 99
跳跃,跳躍,tiào yuè,tiao4 yue4,7,高等,to jump/to leap/to bound/to skip,Group 99
听从,聽從,tīng cóng,ting1 cong2,7,高等,to listen and obey/to comply with/to heed/to hearken,Group 99
停电,停電,tíng diàn,ting2 dian4,7,高等,to have a power failure/power cut,Group 99
听话,聽話,tīng huà,ting1 hua4,7,高等,to do what one is told/obedient,Group 99
铜,銅,tóng,tong2,7,高等,copper (chemistry)/see also 紅銅|红铜[hong2 tong2]/CL:塊|块[kuai4],Group 99
痛,痛,tòng,tong4,7,高等,ache/pain/sorrow/deeply/thoroughly,Group 99
桶,桶,tǒng,tong3,7,高等,"bucket/(trash) can/barrel (of oil etc)/CL:個|个[ge4],隻|只[zhi1]",Group 99
捅,捅,tǒng,tong3,7,高等,to stab/to poke/to prod/to nudge/to disclose,Group 99
同伴,同伴,tóng bàn,tong2 ban4,7,高等,companion; comrade; fellow,Group 100
同步,同步,tóng bù,tong2 bu4,7,高等,synchronous/to synchronize/to keep step with,Group 100
筒,"筒,筩",tǒng,tong3,7,高等,variant of 筒[tong3],Group 100
同伙,同伙,tóng huǒ,tong2 huo3,7,高等,colleague/co-conspirator/accomplice,Group 100
同类,同類,tóng lèi,tong2 lei4,7,高等,similar/same type/alike,Group 100
同盟,同盟,tóng méng,tong2 meng2,7,高等,alliance,Group 100
统统,統統,tǒng tǒng,tong3 tong3,7,高等,totally,Group 100
通告,通告,tōng gào,tong1 gao4,7,高等,to announce; to give notice/announcement,Group 100
通往,通往,tōng wǎng,tong1 wang3,7,高等,to lead to,Group 100
通行证,通行證,tōng xíng zhèng,tong1 xing2 zheng4,7,高等,a pass (authority to enter)/a laissez-passer or safe conduct,Group 100
同志,同志,tóng zhì,tong2 zhi4,7,高等,comrade/(slang) homosexual/CL:個|个[ge4],Group 100
